the_geom,SITE_ID,CD,Borough,BBL,House__,Street_Nam,Street_On,From_Stree,To_Street,Side_of_St,Asset_Type,Latitude,Longitude
POINT (-73.928284 40.704907),15000,301,Brooklyn,3030140014,1093,FLUSHING AV,FLUSHING AV,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.704907,-73.928284
POINT (-73.955234 40.736062),14685,301,Brooklyn,3024870046,1095,MANHATTAN AV,MANHATTAN AV,CLAY ST,DUPONT ST,W,Bike Rack,40.736062,-73.955234
POINT (-73.928208 40.704934),15001,301,Brooklyn,3030140014,1095,FLUSHING AV,FLUSHING AV,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.704934,-73.928208
POINT (-73.942267 40.701508),187,301,Brooklyn,3031260008,11,GRAHAM AV,GRAHAM AV,BROADWAY,DEBEVOISE ST,W,Bike Rack,40.701508,-73.942267
POINT (-73.937387 40.713264),28426,301,Brooklyn,3029210023,11,CATHERINE ST,CATHERINE ST,DEVOE ST,POWERS ST,W,Bike Rack,40.713264,-73.937387
POINT (-73.968392 40.710815),42472,301,Brooklyn,3024687501,11,BROADWAY,BROADWAY,DUNHAM PL,KENT AV,N,Bike Rack,40.710815,-73.968392
POINT (-73.968392 40.710815),42471,301,Brooklyn,3024687501,11,BROADWAY,BROADWAY,DUNHAM PL,KENT AV,N,Bike Rack,40.710815,-73.968392
POINT (-73.968392 40.710815),42470,301,Brooklyn,3024687501,11,BROADWAY,BROADWAY,DUNHAM PL,KENT AV,N,Bike Rack,40.710815,-73.968392
POINT (-73.968392 40.710815),42469,301,Brooklyn,3024687501,11,BROADWAY,BROADWAY,DUNHAM PL,KENT AV,N,Bike Rack,40.710815,-73.968392
POINT (-73.968392 40.710815),42468,301,Brooklyn,3024687501,11,BROADWAY,BROADWAY,DUNHAM PL,KENT AV,N,Bike Rack,40.710815,-73.968392
POINT (-73.968392 40.710815),42467,301,Brooklyn,3024687501,11,BROADWAY,BROADWAY,DUNHAM PL,KENT AV,N,Bike Rack,40.710815,-73.968392
POINT (-73.937387 40.713264),28425,301,Brooklyn,3029210023,11,CATHERINE ST,POWERS ST,OLIVE ST,CATHERINE ST,N,Bike Rack,40.713264,-73.937387
POINT (-73.937387 40.713264),6382,301,Brooklyn,3029210023,11,CATHERINE ST,CATHERINE ST,POWERS ST,DEVOE ST,,Bike Rack,40.713264,-73.937387
POINT (-73.964759 40.710391),14764,301,Brooklyn,3021310008,110,BROADWAY,BROADWAY,BERRY ST,BEDFORD AV,S,Bike Rack,40.710391,-73.964759
POINT (-73.957062 40.733521),40379,301,Brooklyn,3025220016,110,GREEN ST,GREEN ST,FRANKLIN ST,MANHATTAN AV,S,Bike Rack,40.733521,-73.957062
POINT (-73.957062 40.733521),40378,301,Brooklyn,3025220016,110,GREEN ST,GREEN ST,FRANKLIN ST,MANHATTAN AV,S,Bike Rack,40.733521,-73.957062
POINT (-73.960044 40.718344),1707,301,Brooklyn,3023340021,110,N 6 ST,N 6 ST,WYTHE AV,BERRY ST,S,Bike Rack,40.718344,-73.960044
POINT (-73.955241 40.736246),14675,301,Brooklyn,3024880005,1104,MANHATTAN AV,MANHATTAN AV,DUPONT ST,CLAY ST,E,Bike Rack,40.736246,-73.955241
POINT (-73.955256 40.736334),18565,301,Brooklyn,3024880006,1108,MANHATTAN AV,MANHATTAN AV,DUPONT ST,CLAY ST,E,Bike Rack,40.736334,-73.955256
POINT (-73.955256 40.736334),14676,301,Brooklyn,3024880006,1108,MANHATTAN AV,MANHATTAN AV,DUPONT ST,CLAY ST,E,Bike Rack,40.736334,-73.955256
POINT (-73.955714 40.730068),15831,301,Brooklyn,3025580064,111,GREENPOINT AV,GREENPOINT AV,BEDFORD AV,DRIGGS AV,N,Bike Rack,40.730068,-73.955714
POINT (-73.957587 40.729772),23358,301,Brooklyn,3025620020,111,FRANKLIN ST,GREENPOINT AV,WEST ST,FRANKLIN ST,,Bike Rack,40.729772,-73.957587
POINT (-73.961852 40.716662),1281,301,Brooklyn,3023500026,111,N 3 ST,N 3 ST,WYTHE AV,BERRY ST,N,Bike Rack,40.716662,-73.961852
POINT (-73.955277 40.736471),14677,301,Brooklyn,3024880008,1114,MANHATTAN AV,MANHATTAN AV,DUPONT ST,CLAY ST,E,Bike Rack,40.736471,-73.955277
POINT (-73.955313 40.736685),19409,301,Brooklyn,3024830001,1116,MANHATTAN AV,MANHATTAN AV,,,,Bike Rack,40.736685,-73.955313
POINT (-73.961798 40.716626),3189,301,Brooklyn,3023500026,113,N 3 ST,N 3 ST,BERRY ST,WYTHE AV,N,Bike Rack,40.716626,-73.961798
POINT (-73.94293 40.705596),176,301,Brooklyn,3030790023,113,GRAHAM AV,GRAHAM AV,BOERUM ST,MC KIBBIN ST,W,Bike Rack,40.705596,-73.94293
POINT (-73.957623 40.729984),8497,301,Brooklyn,3025570024,113,FRANKLIN ST,FRANKLIN ST,GREENPOINT AV,KENT ST,E,Bike Rack,40.729984,-73.957623
POINT (-73.957623 40.729984),2460,301,Brooklyn,3025570024,113,FRANKLIN ST,FRANKLIN ST,GREENPOINT AV,KENT ST,E,Bike Rack,40.729984,-73.957623
POINT (-73.940469 40.711452),15142,301,Brooklyn,3027900027,114,BUSHWICK AV,BUSHWICK AV,GRAND ST,MAUJER ST,W,Bike Rack,40.711452,-73.940469
POINT (-73.959719 40.718163),14907,301,Brooklyn,3023260027,115,N 6 ST,N 6 ST,BERRY ST,WYTHE AV,N,Bike Rack,40.718163,-73.959719
POINT (-73.963274 40.715298),14707,301,Brooklyn,3023790032,115,GRAND ST,GRAND ST,BERRY ST,WYTHE AV,N,Bike Rack,40.715298,-73.963274
POINT (-73.963921 40.707627),6806,301,Brooklyn,3021470043,115,DIVISION AV,DIVISION AV,DRIGGS AV,BEDFORD AV,S,Bike Rack,40.707627,-73.963921
POINT (-73.952559 40.727149),9892,301,Brooklyn,3025970001,115,MESEROLE AV,MESEROLE AV,LEONARD ST,MANHATTAN AV,N,Bike Rack,40.727149,-73.952559
POINT (-73.952559 40.727149),1495,301,Brooklyn,3025970001,115,MESEROLE AV,MESEROLE AV,LEONARD ST,MANHATTAN AV,N,Bike Rack,40.727149,-73.952559
POINT (-73.955442 40.737742),14678,301,Brooklyn,3024790006,1154,MANHATTAN AV,MANHATTAN AV,BOX ST,ASH ST,E,Bike Rack,40.737742,-73.955442
POINT (-73.955442 40.738162),14683,301,Brooklyn,3024720350,1155,MANHATTAN AV,MANHATTAN AV,ASH ST,DEAD END,W,Bike Rack,40.738162,-73.955442
POINT (-73.955442 40.738162),14682,301,Brooklyn,3024720350,1155,MANHATTAN AV,MANHATTAN AV,ASH ST,DEAD END,W,Bike Rack,40.738162,-73.955442
POINT (-73.955442 40.738162),14681,301,Brooklyn,3024720350,1155,MANHATTAN AV,MANHATTAN AV,ASH ST,DEAD END,W,Bike Rack,40.738162,-73.955442
POINT (-73.955442 40.738162),14680,301,Brooklyn,3024720350,1155,MANHATTAN AV,MANHATTAN AV,ASH ST,DEAD END,W,Bike Rack,40.738162,-73.955442
POINT (-73.959716 40.717218),15220,301,Brooklyn,3023430005,116,N 5 ST,N 5 ST,BERRY ST,BEDFORD AV,S,Bike Rack,40.717218,-73.959716
POINT (-73.942858 40.705288),1445,301,Brooklyn,3030800001,116,GRAHAM AV,GRAHAM AV,MC KIBBIN ST,BOERUM ST,E,Bike Rack,40.705288,-73.942858
POINT (-73.927944 40.705524),15005,301,Brooklyn,,116,THAMES ST,THAMES ST,PORTER AV,KNICKERBOCKER AV,S,Bike Rack,40.705524,-73.927944
POINT (-73.95541 40.738195),14679,301,Brooklyn,3024770001,1164,MANHATTAN AV,ASH ST,MANHATTAN AV,MC GUINNESS BL,E,Bike Rack,40.738195,-73.95541
POINT (-73.9635 40.71212),16674,301,Brooklyn,3024300029,117,S 4 ST,S 4 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.71212,-73.9635
POINT (-73.959409 40.717968),14908,301,Brooklyn,3023270001,117,N 6 ST,N 6 ST,BERRY ST,WYTHE AV,N,Bike Rack,40.717968,-73.959409
POINT (-73.942948 40.705719),1456,301,Brooklyn,,117,GRAHAM AV,GRAHAM AV,BOERUM ST,MC KIBBIN ST,W,Bike Rack,40.705719,-73.942948
POINT (-73.928207 40.70623),15011,301,Brooklyn,3030050001,117,GRATTAN ST,GRATTAN ST,PORTER AV,VARICK AV,N,Bike Rack,40.70623,-73.928207
POINT (-73.928207 40.70623),15010,301,Brooklyn,3030050001,117,GRATTAN ST,GRATTAN ST,PORTER AV,VARICK AV,N,Bike Rack,40.70623,-73.928207
POINT (-73.963199 40.707715),15288,301,Brooklyn,3021690026,118,DIVISION AV,DIVISION AV,BEDFORD AV,DRIGGS AV,S,Bike Rack,40.707715,-73.963199
POINT (-73.956021 40.730021),2395,301,Brooklyn,3025637501,118,GREENPOINT AV,GREENPOINT AV,MANHATTAN AV,FRANKLIN AV,,Bike Rack,40.730021,-73.956021
POINT (-73.95685 40.720972),14944,301,Brooklyn,3022960014,118,N 11 ST,N 11 ST,WYTHE AV,BERRY ST,S,Bike Rack,40.720972,-73.95685
POINT (-73.95685 40.720972),14943,301,Brooklyn,3022960014,118,N 11 ST,N 11 ST,WYTHE AV,BERRY ST,S,Bike Rack,40.720972,-73.95685
POINT (-73.95685 40.720972),14942,301,Brooklyn,3022960014,118,N 11 ST,N 11 ST,WYTHE AV,BERRY ST,S,Bike Rack,40.720972,-73.95685
POINT (-73.952386 40.727207),1502,301,Brooklyn,3025970001,119,MESEROLE AV,MESEROLE AV,LEONARD ST,MANHATTAN AV,N,Bike Rack,40.727207,-73.952386
POINT (-73.95544 40.730093),2394,301,Brooklyn,3025580060,119,GREENPOINT AV,GREENPOINT AV,MANHATTAN AV,FRANKLIN ST,,Bike Rack,40.730093,-73.95544
POINT (-73.943521 40.72314),14881,301,Brooklyn,3027030026,119,DRIGGS AV,DRIGGS AV,N HENRY ST,RUSSELL ST,N,Bike Rack,40.72314,-73.943521
POINT (-73.943521 40.72314),14880,301,Brooklyn,3027030026,119,DRIGGS AV,DRIGGS AV,N HENRY ST,RUSSELL ST,N,Bike Rack,40.72314,-73.943521
POINT (-73.929237 40.707523),15013,301,Brooklyn,3029920033,119,INGRAHAM ST,INGRAHAM ST,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.707523,-73.929237
POINT (-73.929237 40.707523),15012,301,Brooklyn,3029920033,119,INGRAHAM ST,INGRAHAM ST,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.707523,-73.929237
POINT (-73.963177 40.715263),1720,301,Brooklyn,3023790030,119,GRAND ST,GRAND ST,WYTHE AV,BERRY ST,N,Bike Rack,40.715263,-73.963177
POINT (-73.963348 40.719487),14733,301,Brooklyn,3023407502,12,N 5 ST,N 5 ST,NORTHSIDE PIERS,KENT AV,S,Bike Rack,40.719487,-73.963348
POINT (-73.929233 40.707507),23755,301,Brooklyn,3029980028,120,INGRAHAM ST,INGRAHAM ST,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.707507,-73.929233
POINT (-73.929233 40.707507),23754,301,Brooklyn,3029980028,120,INGRAHAM ST,INGRAHAM ST,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.707507,-73.929233
POINT (-73.929233 40.707507),23753,301,Brooklyn,3029980028,120,INGRAHAM ST,INGRAHAM ST,PORTER AV,KNICKERBOCKER AV,N,Bike Rack,40.707507,-73.929233
POINT (-73.928146 40.706224),15009,301,Brooklyn,3030100007,120,GRATTAN ST,GRATTAN ST,PORTER AV,VARICK AV,S,Bike Rack,40.706224,-73.928146
POINT (-73.927818 40.705546),23771,301,Brooklyn,3030150001,120,THAMES ST,THAMES ST,PORTER AV,,S,Bike Rack,40.705546,-73.927818
POINT (-73.927818 40.705546),23770,301,Brooklyn,3030150001,120,THAMES ST,THAMES ST,PORTER AV,,S,Bike Rack,40.705546,-73.927818
POINT (-73.955725 40.719682),14956,301,Brooklyn,3022980003,121,BEDFORD AV,BEDFORD AV,N 10 ST,N 11 ST,W,Bike Rack,40.719682,-73.955725
POINT (-73.942891 40.705499),1446,301,Brooklyn,3030800004,122,GRAHAM AV,GRAHAM AV,MC KIBBIN ST,BOERUM ST,E,Bike Rack,40.705499,-73.942891
POINT (-73.92374 40.707786),15322,301,Brooklyn,3030020012,1225,FLUSHING AV,GARDNER AV,INGRAHAM ST,FLUSHING AV,W,Bike Rack,40.707786,-73.92374
POINT (-73.963334 40.712057),951,301,Brooklyn,3024300027,123,S 4 ST,S 4 ST,BEDFORD AV,BOGART ST,N,Bike Rack,40.712057,-73.963334
POINT (-73.963654 40.707674),6807,301,Brooklyn,3021470043,123,DIVISION AV,DIVISION AV,DRIGGS AV,BEDFORD AV,S,Bike Rack,40.707674,-73.963654
POINT (-73.952217 40.727264),1503,301,Brooklyn,3025970033,123,MESEROLE AV,MESEROLE AV,LEONARD ST,MANHATTAN AV,N,Bike Rack,40.727264,-73.952217
POINT (-73.923613 40.707898),15321,301,Brooklyn,3030020011,1231,FLUSHING AV,GARDNER AV,INGRAHAM ST,FLUSHING AV,E,Bike Rack,40.707898,-73.923613
POINT (-73.96304 40.707701),15287,301,Brooklyn,3021697502,124,DIVISION AV,DIVISION AV,BEDFORD AV,DRIGGS AV,S,Bike Rack,40.707701,-73.96304
POINT (-73.95942 40.717954),1285,301,Brooklyn,3023350005,124,N 6 ST,N 6 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.717954,-73.95942
POINT (-73.944796 40.708649),15276,301,Brooklyn,3030430008,124,SCHOLES ST,MANHATTAN AV,MANHATTAN AV,GRAHAM AV,N,Bike Rack,40.708649,-73.944796
POINT (-73.944796 40.708649),15275,301,Brooklyn,3030430008,124,SCHOLES ST,MANHATTAN AV,MANHATTAN AV,GRAHAM AV,N,Bike Rack,40.708649,-73.944796
POINT (-73.956868 40.72008),12698,301,Brooklyn,3022977502,125,N 10 ST,BERRY ST,,,,Bike Rack,40.72008,-73.956868
POINT (-73.956868 40.72008),12697,301,Brooklyn,3022977502,125,N 10 ST,BERRY ST,,,,Bike Rack,40.72008,-73.956868
POINT (-73.959197 40.717836),12844,301,Brooklyn,3023270002,125,N 6 ST,N 6 ST,,,,Bike Rack,40.717836,-73.959197
POINT (-73.959197 40.717836),11743,301,Brooklyn,3023270002,125,N 6 ST,N 6 ST,,,N,Bike Rack,40.717836,-73.959197
POINT (-73.956868 40.72008),9908,301,Brooklyn,3022977502,125,N 10 ST,N 10 ST,BEDFORD AV,BERRY ST,,Bike Rack,40.72008,-73.956868
POINT (-73.956868 40.72008),9907,301,Brooklyn,3022977502,125,N 10 ST,N 10 ST,BEDFORD AV,BERRY ST,,Bike Rack,40.72008,-73.956868
POINT (-73.956868 40.72008),7235,301,Brooklyn,3022977502,125,N 10 ST,N 10 ST,BEDFORD AV,BERRY ST,,Bike Rack,40.72008,-73.956868
POINT (-73.941231 40.705694),15167,301,Brooklyn,3030800020,125,HUMBOLDT ST,HUMBOLDT ST,BOERUM ST,MC KIBBIN ST,W,Bike Rack,40.705694,-73.941231
POINT (-73.941231 40.705694),15166,301,Brooklyn,3030800020,125,HUMBOLDT ST,HUMBOLDT ST,BOERUM ST,MC KIBBIN ST,W,Bike Rack,40.705694,-73.941231
POINT (-73.956607 40.733582),40381,301,Brooklyn,3025120060,125,GREEN ST,GREEN ST,FRANKLIN ST,MANHATTAN AV,N,Bike Rack,40.733582,-73.956607
POINT (-73.956607 40.733582),40380,301,Brooklyn,3025120060,125,GREEN ST,GREEN ST,FRANKLIN ST,MANHATTAN AV,N,Bike Rack,40.733582,-73.956607
POINT (-73.955235 40.730114),2396,301,Brooklyn,3025580055,125,GREENPOINT AV,GREENPOINT AV,MANHATTAN AV,FRANKLIN ST,,Bike Rack,40.730114,-73.955235
POINT (-73.959743 40.720153),15030,301,Brooklyn,3023100001,125,WYTHE AV,WYTHE AV,N 9 ST,N 8 ST,E,Bike Rack,40.720153,-73.959743
POINT (-73.955751 40.730046),18731,301,Brooklyn,3025630026,126,GREENPOINT AV,GREENPOINT AV,,,,Bike Rack,40.730046,-73.955751
POINT (-73.955751 40.730046),10007,301,Brooklyn,3025630026,126,GREENPOINT AV,GREENPOINT AV,,,,Bike Rack,40.730046,-73.955751
POINT (-73.956287 40.720621),40366,301,Brooklyn,3022977501,126,N 11 ST,N 11 ST,BERRY ST,BEDFORD AV,S,Bike Rack,40.720621,-73.956287
POINT (-73.948539 40.724507),40419,301,Brooklyn,3026820006,126,NASSAU AV,NASSAU AV,ECKFORD ST,MC GUINNESS BL,S,Bike Rack,40.724507,-73.948539
POINT (-73.955751 40.730046),111,301,Brooklyn,3025630026,126,GREENPOINT AV,GREENPOINT AV,MANHATTAN AV,FRANKLIN ST,,Bike Rack,40.730046,-73.955751
POINT (-73.957451 40.729064),2462,301,Brooklyn,3025660008,126,FRANKLIN ST,FRANKLIN ST,MILTON ST,NOBLE ST,W,Bike Rack,40.729064,-73.957451
POINT (-73.957451 40.729064),2461,301,Brooklyn,3025660008,126,FRANKLIN ST,FRANKLIN ST,MILTON ST,NOBLE ST,E,Bike Rack,40.729064,-73.957451
POINT (-73.956039 40.719416),891,301,Brooklyn,3023040020,126,BEDFORD AV,BEDFORD AV,N 9 ST,N 10 ST,N,Bike Rack,40.719416,-73.956039
POINT (-73.935931 40.722895),15115,301,Brooklyn,3028360020,126,LOMBARDY ST,LOMBARDY ST,VANDERVOORT AV,PORTER AV,S,Bike Rack,40.722895,-73.935931
POINT (-73.935931 40.722895),15114,301,Brooklyn,3028360020,126,LOMBARDY ST,LOMBARDY ST,VANDERVOORT AV,PORTER AV,S,Bike Rack,40.722895,-73.935931
POINT (-73.940927 40.727212),40559,301,Brooklyn,3026590062,128,SUTTON ST,SUTTON ST,NORMAN AV,NASSAU AV,E,Bike Rack,40.727212,-73.940927
POINT (-73.940927 40.727212),40558,301,Brooklyn,3026590062,128,SUTTON ST,SUTTON ST,NORMAN AV,NASSAU AV,E,Bike Rack,40.727212,-73.940927
POINT (-73.962621 40.716319),14806,301,Brooklyn,3023640113,128,METROPOLITAN AV,METROPOLITAN AV,WYTHE AV,BERRY ST,N,Bike Rack,40.716319,-73.962621
POINT (-73.944382 40.724845),40421,301,Brooklyn,3026860016,129,RUSSELL ST,RUSSELL ST,DRIGGS AV,NASSAU AV,W,Bike Rack,40.724845,-73.944382
POINT (-73.948373 40.724562),1278,301,Brooklyn,3026820008,130,NASSAU AV,MC GUINNESS BL,ECKFORD ST,MC GUINNESS BL,S,Bike Rack,40.724562,-73.948373
POINT (-73.957497 40.72935),1842,301,Brooklyn,3025630002,130,FRANKLIN ST,FRANKLIN ST,MILTON ST,GREENPOINT AV,S,Bike Rack,40.72935,-73.957497
POINT (-73.95942 40.718267),14906,301,Brooklyn,3023260026,130,BERRY ST,BERRY ST,N 6 ST,N 7 ST,W,Bike Rack,40.718267,-73.95942
POINT (-73.948373 40.724562),15060,301,Brooklyn,3026820008,130,NASSAU AV,MC GUINNESS BL,NASSAU AV,DRIGGS AV,W,Bike Rack,40.724562,-73.948373
POINT (-73.962452 40.714985),25809,301,Brooklyn,3023800001,131,GRAND ST,GRAND ST,,,,Bike Rack,40.714985,-73.962452
POINT (-73.962452 40.714985),6808,301,Brooklyn,3023800001,131,GRAND ST,GRAND ST,BEDFORD AV,BERRY ST,E,Bike Rack,40.714985,-73.962452
POINT (-73.951701 40.727434),9890,301,Brooklyn,3025980032,131,MESEROLE AV,MESEROLE AV,ECKFORD ST,LEONARD ST,N,Bike Rack,40.727434,-73.951701
POINT (-73.951701 40.727434),9891,301,Brooklyn,3025980032,131,MESEROLE AV,NEWEL ST,ECKFORD ST,LEONARD ST,N,Bike Rack,40.727434,-73.951701
POINT (-73.951701 40.727434),1494,301,Brooklyn,3025980032,131,MESEROLE AV,NEWEL ST,ECKFORD ST,LEONARD ST,N,Bike Rack,40.727434,-73.951701
POINT (-73.944927 40.707279),14961,301,Brooklyn,3030510023,131,MANHATTAN AV,MONTROSE AV,LEONARD ST,MANHATTAN AV,N,Bike Rack,40.707279,-73.944927
POINT (-73.955025 40.730134),2397,301,Brooklyn,3025580054,131,GREENPOINT AV,GREENPOINT AV,MANHATTAN AV,FRANKLIN ST,,Bike Rack,40.730134,-73.955025
POINT (-73.943803 40.723116),14883,301,Brooklyn,3027030019,131,DRIGGS AV,DRIGGS AV,N HENRY ST,RUSSELL ST,N,Bike Rack,40.723116,-73.943803
POINT (-73.943803 40.723116),14882,301,Brooklyn,3027030019,131,DRIGGS AV,DRIGGS AV,N HENRY ST,RUSSELL ST,N,Bike Rack,40.723116,-73.943803
POINT (-73.957122 40.723926),40368,301,Brooklyn,3026130038,131,N 14 ST,N 14 ST,WYTHE AV,FRANKLIN ST,N,Bike Rack,40.723926,-73.957122
POINT (-73.957122 40.723926),40367,301,Brooklyn,3026130038,131,N 14 ST,N 14 ST,WYTHE AV,FRANKLIN ST,N,Bike Rack,40.723926,-73.957122
POINT (-73.957122 40.723926),15169,301,Brooklyn,3026130038,131,N 14 ST,N 14 ST,WYTHE AV,KENT AV,N,Bike Rack,40.723926,-73.957122
POINT (-73.957122 40.723926),15168,301,Brooklyn,3026130038,131,N 14 ST,N 14 ST,WYTHE AV,KENT AV,N,Bike Rack,40.723926,-73.957122
POINT (-73.95928 40.716944),9732,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9731,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9730,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9729,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9728,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9727,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9726,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9725,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9724,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9723,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9722,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9721,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9720,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9719,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9718,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9717,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9716,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9715,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9714,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9713,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9712,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9711,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9710,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9709,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9708,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),9549,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,W,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),6810,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,W,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),6809,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,E,Bike Rack,40.716944,-73.95928
POINT (-73.95928 40.716944),876,301,Brooklyn,3023430012,132,N 5 ST,N 5 ST,BEDFORD AV,BERRY ST,S,Bike Rack,40.716944,-73.95928
POINT (-73.964218 40.710328),14765,301,Brooklyn,3021310017,132,BROADWAY,BROADWAY,BERRY ST,BEDFORD AV,S,Bike Rack,40.710328,-73.964218
POINT (-73.957508 40.729421),2463,301,Brooklyn,3025630003,132,FRANKLIN ST,FRANKLIN ST,GREENPOINT AV,MILTON ST,E,Bike Rack,40.729421,-73.957508
POINT (-73.957508 40.729421),11044,301,Brooklyn,3025630003,132,FRANKLIN ST,FRANKLIN ST,MILTON ST,GREENPOINT AV,,Bike Rack,40.729421,-73.957508
POINT (-73.95618 40.719287),14957,301,Brooklyn,3023040022,132,BEDFORD AV,BEDFORD AV,N 9 ST,N 10 ST,W,Bike Rack,40.719287,-73.95618
POINT (-73.945749 40.716559),7756,301,Brooklyn,3027447503,133,JACKSON ST,JACKSON ST,,,,Bike Rack,40.716559,-73.945749
POINT (-73.962405 40.714966),14705,301,Brooklyn,3023800041,133,GRAND ST,GRAND ST,BEDFORD AV,BERRY ST,N,Bike Rack,40.714966,-73.962405
POINT (-73.958547 40.718357),15540,301,Brooklyn,3023197501,133,N 7 ST,N 7 ST,BERRY ST,BEDFORD AV,S,Bike Rack,40.718357,-73.958547
POINT (-73.958547 40.718357),15539,301,Brooklyn,3023197501,133,N 7 ST,N 7 ST,BERRY ST,BEDFORD AV,S,Bike Rack,40.718357,-73.958547
POINT (-73.958547 40.718357),15538,301,Brooklyn,3023197501,133,N 7 ST,N 7 ST,BERRY ST,BEDFORD AV,S,Bike Rack,40.718357,-73.958547
